248.000000, 10 
168.000000, 10 
126.000000, 10 
101.000000, 10 
84.000000, 10 
72.000000, 10 
63.000000, 10 
56.000000, 10 
50.000000, 10 
46.000000, 10 
42.000000, 10 
39.000000, 10 
36.000000, 10 
34.000000, 10 
31.000000, 10 
30.000000, 10 
28.000000, 10 
26.000000, 10 
25.000000, 10 
24.000000, 10 
23.000000, 10 
22.000000, 10 
21.000000, 10 
20.000000, 10 
19.000000, 10 
18.000000, 10 
18.000000, 10 
17.000000, 10 
17.000000, 10 
16.000000, 10 
15.000000, 10 
15.000000, 10 
15.000000, 10 
14.000000, 10 
14.000000, 10 
13.000000, 10 
13.000000, 10 
13.000000, 10 
12.000000, 10 
12.000000, 10 
12.000000, 10 
11.000000, 10 
11.000000, 10 
11.000000, 10 
11.000000, 10 
10.000000, 10 
10.000000, 10 
